Trinity_ID	CrabA_0	CrabA_2	CrabA_17	cluster	V2.x	uniprot_acc_ID	V4.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13	V14	V2.y	V3	V4.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y
TRINITY_DN19363_c0_g1_i1	32	27	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13121_c0_g1_i2	16	44	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26942_c1_g1_i1	197	156	76	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN23875_c0_g1_i1	505	755	111	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12080_c0_g1_i2	3066	3222	1292	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN141_c0_g1_i1	0	0	55	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1864_c0_g1_i1	58	38	0	1	sp	Q6F6B3	TANC1_RAT	29.7	290	183	7	925	1749	944	1227	1.4e-20	103.2	TANC1_RAT	reviewed	Protein TANC1 (TPR domain, ankyrin-repeat and coiled-coil domain-containing protein 1)	Tanc1 Tanc	Rattus norvegicus (Rat)	1849		cell junction [GO:0030054]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]		cell junction [GO:0030054]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]	GO:0014069; GO:0030054; GO:0045211
TRINITY_DN3157_c2_g1_i2	4	188	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2717_c1_g1_i15	41	46	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4066_c0_g1_i1	0	1	272	2	sp	Q9BU89	DOHH_HUMAN	62.2	299	106	3	179	1075	1	292	4.9e-96	353.2	DOHH_HUMAN	reviewed	Deoxyhypusine hydroxylase (hDOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase) (HEAT-like repeat-containing protein 1)	DOHH HLRC1	Homo sapiens (Human)	302	peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]	cytosol [GO:0005829]	deoxyhypusine monooxygenase activity [GO:0019135]; metal ion binding [GO:0046872]	cytosol [GO:0005829]; deoxyhypusine monooxygenase activity [GO:0019135]; metal ion binding [GO:0046872]; peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]	GO:0005829; GO:0008612; GO:0019135; GO:0046872
TRINITY_DN14865_c0_g2_i1	572	781	98	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3092_c2_g1_i1	10	20	30	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9472_c0_g1_i1	497	547	76	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4870_c0_g1_i1	96	39	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1541_c0_g1_i1	76	139	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1736_c2_g1_i3	124	70	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10497_c0_g1_i3	0	0	1069	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5674_c0_g1_i1	98	61	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1075_c0_g1_i20	276	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN769_c0_g1_i1	31	48	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5811_c1_g1_i2	0	2	1947	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN872_c0_g1_i4	105	41	79	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3627_c0_g1_i2	12	46	20971	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3592_c0_g1_i1	87	66	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN505_c0_g1_i1	44	100	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN609_c2_g1_i6	10	40	61	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN123_c0_g1_i1	52	103	69	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4548_c0_g2_i2	2	1	77	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9500_c0_g1_i2	721	993	311	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25635_c0_g1_i1	101	37	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4799_c0_g1_i2	18	10	29	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3491_c0_g1_i2	0	0	18490	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7663_c0_g1_i5	0	0	1591	2	sp	Q5RFW0	SCAR5_DANRE	51.5	97	46	1	2168	2458	398	493	1.3e-19	100.1	SCAR5_DANRE	reviewed	Scavenger receptor class A member 5	scara5 si:ch211-200p13.4	Danio rerio (Zebrafish) (Brachydanio rerio)	499	cellular iron ion homeostasis [GO:0006879]; endocytosis [GO:0006897]; iron ion transmembrane transport [GO:0034755]; protein homotrimerization [GO:0070207]	integral component of plasma membrane [GO:0005887]	ferritin receptor activity [GO:0070287]; scavenger receptor activity [GO:0005044]	integral component of plasma membrane [GO:0005887]; ferritin receptor activity [GO:0070287]; scavenger receptor activity [GO:0005044]; cellular iron ion homeostasis [GO:0006879]; endocytosis [GO:0006897]; iron ion transmembrane transport [GO:0034755]; protein homotrimerization [GO:0070207]	GO:0005044; GO:0005887; GO:0006879; GO:0006897; GO:0034755; GO:0070207; GO:0070287
TRINITY_DN83_c0_g2_i1	140	93	46	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6753_c0_g1_i4	115	95	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3895_c0_g1_i1	60	17	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2405_c0_g1_i3	0	0	6185	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN420_c0_g1_i2	738	368	105	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN47_c0_g1_i10	85	70	132	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16742_c0_g1_i2	689	53	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3395_c0_g1_i2	330	278	47	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26851_c0_g1_i1	350	111	72	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4518_c0_g1_i1	129	87	0	1	sp	Q9VL78	FKB59_DROME	25.2	107	78	1	244	564	289	393	6e-05	50.1	FKB59_DROME	reviewed	FK506-binding protein 59 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase) (dFKBP59)	FKBP59 CG4535	Drosophila melanogaster (Fruit fly)	439	chaperone-mediated protein folding [GO:0061077]; detection of light stimulus involved in visual perception [GO:0050908]; peripheral nervous system development [GO:0007422]; regulation of calcium ion transport [GO:0051924]	cytoplasm [GO:0005737]; inaD signaling complex [GO:0016027]	FK506 binding [GO:0005528]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	cytoplasm [GO:0005737]; inaD signaling complex [GO:0016027]; FK506 binding [GO:0005528]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; chaperone-mediated protein folding [GO:0061077]; detection of light stimulus involved in visual perception [GO:0050908]; peripheral nervous system development [GO:0007422]; regulation of calcium ion transport [GO:0051924]	GO:0003755; GO:0005528; GO:0005737; GO:0007422; GO:0016027; GO:0050908; GO:0051924; GO:0061077
TRINITY_DN455_c0_g1_i4	1069	1281	314	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN553_c0_g1_i1	55	38	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4436_c0_g1_i1	0	1	271	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22447_c0_g1_i1	41	27	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1486_c0_g1_i1	98	66	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN660_c0_g1_i1	229	120	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN601_c0_g1_i15	53	0	17	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25535_c0_g1_i1	43	65	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7206_c0_g1_i1	105	169	238	2	sp	Q7YQM0	GDIA_PONPY	66.4	443	145	2	101	1426	1	440	6.8e-175	615.9	GDIA_PONPY	reviewed	Rab GDP dissociation inhibitor alpha (Rab GDI alpha) (Guanosine diphosphate dissociation inhibitor 1) (GDI-1)	GDI1 RABGDIA	Pongo pygmaeus (Bornean orangutan)	447	negative regulation of axonogenesis [GO:0050771]; negative regulation of protein targeting to membrane [GO:0090315]; protein transport [GO:0015031]; Rab protein signal transduction [GO:0032482]	Golgi apparatus [GO:0005794]	GTPase activator activity [GO:0005096]; oxidoreductase activity [GO:0016491]; Rab GDP-dissociation inhibitor activity [GO:0005093]	Golgi apparatus [GO:0005794]; GTPase activator activity [GO:0005096]; oxidoreductase activity [GO:0016491]; Rab GDP-dissociation inhibitor activity [GO:0005093]; negative regulation of axonogenesis [GO:0050771]; negative regulation of protein targeting to membrane [GO:0090315]; protein transport [GO:0015031]; Rab protein signal transduction [GO:0032482]	GO:0005093; GO:0005096; GO:0005794; GO:0015031; GO:0016491; GO:0032482; GO:0050771; GO:0090315
TRINITY_DN2583_c0_g1_i3	0	0	62	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN152_c0_g1_i12	37	22	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1365_c0_g1_i5	18	40	0	1	sp	Q00436	YB3_XENLA	78.4	97	21	0	146	436	23	119	9.1e-36	154.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1662_c0_g1_i3	24	47	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN484_c0_g2_i3	183	122	45	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN228_c0_g1_i4	82	40	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11127_c0_g1_i1	993	269	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16910_c0_g1_i1	572	978	79	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1082_c0_g1_i3	53	42	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8231_c0_g1_i6	12	43	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12172_c4_g1_i1	575	204	51	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2026_c1_g1_i1	0	0	360	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25178_c0_g1_i3	2160	1990	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4531_c0_g1_i1	23	7	86	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2806_c0_g1_i1	142	52	0	1	sp	O08688	CAN5_MOUSE	27	319	177	9	429	1346	27	302	6.5e-16	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1016_c2_g1_i1	117	150	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1273_c0_g1_i4	86	31	90	3	sp	D8VNS7	FCNV1_CERRY	52.8	106	49	1	1	315	232	337	3.7e-28	125.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10966_c0_g1_i1	0	21	11956	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2267_c0_g1_i1	184	49	0	1	sp	P38942	CAT2_CLOK5	53.4	348	158	3	10	1050	75	419	1.3e-97	357.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2256_c0_g1_i1	91	73	61	1	sp	Q6GLT8	FAHD2_XENLA	59.3	221	90	0	313	975	99	319	1.6e-76	288.5	FAHD2_XENLA	reviewed	Fumarylacetoacetate hydrolase domain-containing protein 2 (EC 3.-.-.-)	fahd2 fahd2a	Xenopus laevis (African clawed frog)	319	metabolic process [GO:0008152]		hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; metabolic process [GO:0008152]	GO:0008152; GO:0016787; GO:0046872
TRINITY_DN28081_c0_g1_i1	40	64	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5066_c1_g1_i3	0	0	2790	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10054_c0_g1_i1	95	126	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2160_c0_g1_i15	851	768	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN833_c0_g1_i2	1	1	485	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12851_c0_g1_i1	1	5	50	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1800_c0_g1_i1	4	4	286	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16842_c0_g1_i4	1643	923	160	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1868_c0_g1_i1	212	140	42	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17465_c0_g1_i3	56	115	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2340_c0_g1_i1	61	70	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2875_c0_g1_i4	0	0	1400	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8738_c0_g1_i2	92	187	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6256_c0_g3_i4	0	2	414	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN220_c0_g1_i1	0	7	119	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7081_c0_g1_i1	29	29	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN402_c1_g2_i1	93	112	21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN394_c0_g1_i2	48	20	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9135_c0_g1_i1	0	0	369	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14048_c0_g1_i1	106	132	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN468_c0_g1_i2	24	26	17	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8643_c0_g1_i1	80	45	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3471_c0_g1_i1	60	85	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN370_c1_g1_i7	11	42	72	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3636_c0_g1_i1	181	110	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13835_c0_g1_i2	3738	626	683	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN298_c0_g1_i2	211	240	0	1	sp	P42283	LOLA1_DROME	47.4	114	60	0	65	406	3	116	9.8e-26	120.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7117_c1_g1_i1	335	227	184	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9448_c0_g1_i1	5098	1607	145	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9013_c0_g1_i1	0	0	4374	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN728_c0_g1_i6	0	1	7528	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2850_c0_g1_i4	157	59	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8110_c0_g1_i3	2775	2047	902	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3731_c0_g1_i3	45	42	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4580_c0_g1_i1	39	28	0	1	sp	Q6P7Q4	LGUL_RAT	68	181	53	2	97	627	1	180	9.4e-69	262.7	LGUL_RAT	reviewed	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	Glo1	Rattus norvegicus (Rat)	184	carbohydrate metabolic process [GO:0005975]; glutathione metabolic process [GO:0006749]; methylglyoxal metabolic process [GO:0009438]; negative regulation of apoptotic process [GO:0043066]; osteoclast differentiation [GO:0030316]; regulation of transcription from RNA polymerase II promoter [GO:0006357]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	lactoylglutathione lyase activity [GO:0004462]; zinc ion binding [GO:0008270]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; lactoylglutathione lyase activity [GO:0004462]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]; glutathione metabolic process [GO:0006749]; methylglyoxal metabolic process [GO:0009438]; negative regulation of apoptotic process [GO:0043066]; osteoclast differentiation [GO:0030316]; regulation of transcription from RNA polymerase II promoter [GO:0006357]	GO:0004462; GO:0005634; GO:0005829; GO:0005886; GO:0005975; GO:0006357; GO:0006749; GO:0008270; GO:0009438; GO:0030316; GO:0043066; GO:0070062
TRINITY_DN70_c0_g1_i1	48	46	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3201_c1_g1_i1	153	66	81	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN369_c1_g1_i1	0	4	6494	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9241_c0_g1_i1	58	82	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN28102_c0_g1_i1	318	173	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
