Trinity_ID	CrabA_0	CrabA_2	CrabA_17	cluster	GO_ID	GOslim	biological_process	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN27618_c0_g1_i1	0	3	0	2	GO:0006954	stress response	P	sp	Q2KJ63	KLKB1_BOVIN	35.1	262	149	7	433	1191	380	629	8.7e-41	169.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN27618_c0_g1_i1	0	3	0	2	GO:0007597	stress response	P	sp	Q2KJ63	KLKB1_BOVIN	35.1	262	149	7	433	1191	380	629	8.7e-41	169.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN27618_c0_g1_i1	0	3	0	2	GO:0042730	stress response	P	sp	Q2KJ63	KLKB1_BOVIN	35.1	262	149	7	433	1191	380	629	8.7e-41	169.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN27618_c0_g1_i1	0	3	0	2	GO:0051919	stress response	P	sp	Q2KJ63	KLKB1_BOVIN	35.1	262	149	7	433	1191	380	629	8.7e-41	169.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN195_c0_g1_i3	4	1	0	3	GO:0045087	stress response	P	sp	Q6PDS3	SARM1_MOUSE	46.7	60	28	1	4128	3949	641	696	2.5e-09	67	SARM1_MOUSE	reviewed	Sterile alpha and TIR motif-containing protein 1 (Tir-1 homolog) (MyD88-5)	Sarm1 Kiaa0524	Mus musculus (Mouse)	724	innate immune response [GO:0045087]; regulation of apoptotic process [GO:0042981]; regulation of dendrite morphogenesis [GO:0048814]; regulation of neuron death [GO:1901214]; response to glucose [GO:0009749]; signal transduction [GO:0007165]	axon [GO:0030424]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; extrinsic component of mitochondrial outer membrane [GO:0031315]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; synapse [GO:0045202]		axon [GO:0030424]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; extrinsic component of mitochondrial outer membrane [GO:0031315]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitochondrion [GO:0005739]; synapse [GO:0045202]; innate immune response [GO:0045087]; regulation of apoptotic process [GO:0042981]; regulation of dendrite morphogenesis [GO:0048814]; regulation of neuron death [GO:1901214]; response to glucose [GO:0009749]; signal transduction [GO:0007165]	GO:0005737; GO:0005739; GO:0005874; GO:0007165; GO:0009749; GO:0015630; GO:0030054; GO:0030424; GO:0030425; GO:0031315; GO:0042981; GO:0045087; GO:0045202; GO:0048814; GO:1901214
TRINITY_DN2791_c0_g1_i1	0	1	0	2	GO:0051103	stress response	P	sp	Q5Z8Q9	PRP2A_ORYSJ	44.9	196	101	5	29	598	199	393	5.3e-38	159.1	PRP2A_ORYSJ	reviewed	Poly [ADP-ribose] polymerase 2-A (PARP-2-A) (EC 2.4.2.30) (NAD(+) ADP-ribosyltransferase 2-A) (ADPRT-2-A) (Poly[ADP-ribose] synthase 2-A)	PARP2-A Os01g0351200 LOC_Os01g24940 B1051E10.55 P0463A02.25	Oryza sativa subsp. japonica (Rice)	660	DNA ligation involved in DNA repair [GO:0051103]; lagging strand elongation [GO:0006273]; protein ADP-ribosylation [GO:0006471]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]; NAD+ ADP-ribosyltransferase activity [GO:0003950]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; DNA ligation involved in DNA repair [GO:0051103]; lagging strand elongation [GO:0006273]; protein ADP-ribosylation [GO:0006471]	GO:0003677; GO:0003910; GO:0003950; GO:0005634; GO:0005737; GO:0006273; GO:0006471; GO:0051103
TRINITY_DN43_c3_g1_i1	0	1	0	2	GO:0009816	stress response	P	sp	P93733	PLDB1_ARATH	35.5	602	309	14	422	2008	272	867	3e-93	344.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2853_c0_g1_i1	2276	2705	623	1	GO:0034976	stress response	P	sp	Q0P594	PP2AB_BOVIN	70.2	309	91	1	136	1059	1	309	1.8e-138	494.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2853_c0_g1_i1	2276	2705	623	1	GO:0042542	stress response	P	sp	Q0P594	PP2AB_BOVIN	70.2	309	91	1	136	1059	1	309	1.8e-138	494.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16376_c0_g1_i4	0	1	0	2	GO:0042742	stress response	P	sp	O75179	ANR17_HUMAN	37.4	222	127	6	3	659	413	625	4.3e-25	116.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16376_c0_g1_i4	0	1	0	2	GO:0045087	stress response	P	sp	O75179	ANR17_HUMAN	37.4	222	127	6	3	659	413	625	4.3e-25	116.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10962_c0_g1_i1	1	0	0	3	GO:0009408	stress response	P	sp	Q9HJ83	DNAJ_THEAC	32.6	89	36	2	76	342	4	68	5.9e-07	56.2	DNAJ_THEAC	reviewed	Chaperone protein DnaJ	dnaJ Ta1088	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	365	DNA replication [GO:0006260]; protein folding [GO:0006457]; response to heat [GO:0009408]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]; DNA replication [GO:0006260]; protein folding [GO:0006457]; response to heat [GO:0009408]	GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0009408; GO:0031072; GO:0046872; GO:0051082
TRINITY_DN71_c0_g1_i4	18	19	0	1	GO:0016241	stress response	P	sp	Q93050	VPP1_HUMAN	61.2	852	291	12	340	2841	1	830	7.1e-291	1002.3	VPP1_HUMAN	reviewed	V-type proton ATPase 116 kDa subunit a isoform 1 (V-ATPase 116 kDa isoform a1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1)	ATP6V0A1 ATP6N1 ATP6N1A VPP1	Homo sapiens (Human)	837	ATP hydrolysis coupled proton transport [GO:0015991]; ATP synthesis coupled proton transport [GO:0015986]; insulin receptor signaling pathway [GO:0008286]; ion transmembrane transport [GO:0034220]; neutrophil degranulation [GO:0043312]; phagosome acidification [GO:0090383]; regulation of macroautophagy [GO:0016241]; toxin transport [GO:1901998]; transferrin transport [GO:0033572]; vacuolar acidification [GO:0007035]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]	cytosol [GO:0005829]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; nuclear speck [GO:0016607]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]	ATPase binding [GO:0051117]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	cytosol [GO:0005829]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; nuclear speck [GO:0016607]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; ATPase binding [GO:0051117]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; ATP hydrolysis coupled proton transport [GO:0015991]; ATP synthesis coupled proton transport [GO:0015986]; insulin receptor signaling pathway [GO:0008286]; ion transmembrane transport [GO:0034220]; neutrophil degranulation [GO:0043312]; phagosome acidification [GO:0090383]; regulation of macroautophagy [GO:0016241]; toxin transport [GO:1901998]; transferrin transport [GO:0033572]; vacuolar acidification [GO:0007035]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]	GO:0000220; GO:0005765; GO:0005794; GO:0005829; GO:0005886; GO:0007035; GO:0008286; GO:0010008; GO:0015986; GO:0015991; GO:0016021; GO:0016241; GO:0016471; GO:0016607; GO:0030667; GO:0030670; GO:0033572; GO:0034220; GO:0042470; GO:0043231; GO:0043312; GO:0046961; GO:0051117; GO:0070062; GO:0070072; GO:0090383; GO:0101003; GO:1901998
TRINITY_DN1688_c1_g1_i1	0	2	0	2	GO:0006283	stress response	P	sp	O15514	RPB4_HUMAN	73	141	36	1	430	852	4	142	6.6e-47	189.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1688_c1_g1_i1	0	2	0	2	GO:0031990	stress response	P	sp	O15514	RPB4_HUMAN	73	141	36	1	430	852	4	142	6.6e-47	189.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5093_c0_g1_i1	1	0	0	3	GO:0006986	stress response	P	sp	Q9BUN8	DERL1_HUMAN	54.4	226	99	2	272	937	1	226	1.9e-64	248.1	DERL1_HUMAN	reviewed	Derlin-1 (Degradation in endoplasmic reticulum protein 1) (DERtrin-1) (Der1-like protein 1)	DERL1 DER1 UNQ243/PRO276	Homo sapiens (Human)	251	endoplasmic reticulum unfolded protein response [GO:0030968]; ERAD pathway [GO:0036503]; ER-associated misfolded protein catabolic process [GO:0071712]; establishment of protein localization [GO:0045184]; intracellular transport of viral protein in host cell [GO:0019060]; positive regulation of protein binding [GO:0032092]; positive regulation of protein ubiquitination [GO:0031398]; protein destabilization [GO:0031648]; protein folding [GO:0006457]; protein homooligomerization [GO:0051260]; protein ubiquitination [GO:0016567]; response to unfolded protein [GO:0006986]; retrograde protein transport, ER to cytosol [GO:0030970]; transmembrane transport [GO:0055085]; ubiquitin-dependent ERAD pathway [GO:0030433]	Derlin-1 retrotranslocation complex [GO:0036513]; Derlin-1-VIMP complex [GO:0036502]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; host cell [GO:0043657]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; membrane [GO:0016020]	ATPase binding [GO:0051117]; MHC class I protein binding [GO:0042288]; protease binding [GO:0002020]; receptor activity [GO:0004872]; serine-type endopeptidase activity [GO:0004252]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-specific protease binding [GO:1990381]	Derlin-1 retrotranslocation complex [GO:0036513]; Derlin-1-VIMP complex [GO:0036502]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; host cell [GO:0043657]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; membrane [GO:0016020]; ATPase binding [GO:0051117]; MHC class I protein binding [GO:0042288]; protease binding [GO:0002020]; receptor activity [GO:0004872]; serine-type endopeptidase activity [GO:0004252]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-specific protease binding [GO:1990381]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER-associated misfolded protein catabolic process [GO:0071712]; ERAD pathway [GO:0036503]; establishment of protein localization [GO:0045184]; intracellular transport of viral protein in host cell [GO:0019060]; positive regulation of protein binding [GO:0032092]; positive regulation of protein ubiquitination [GO:0031398]; protein destabilization [GO:0031648]; protein folding [GO:0006457]; protein homooligomerization [GO:0051260]; protein ubiquitination [GO:0016567]; response to unfolded protein [GO:0006986]; retrograde protein transport, ER to cytosol [GO:0030970]; transmembrane transport [GO:0055085]; ubiquitin-dependent ERAD pathway [GO:0030433]	GO:0002020; GO:0004252; GO:0004872; GO:0005769; GO:0005770; GO:0005783; GO:0005789; GO:0006457; GO:0006986; GO:0016020; GO:0016021; GO:0016567; GO:0019060; GO:0030176; GO:0030433; GO:0030968; GO:0030970; GO:0031398; GO:0031625; GO:0031648; GO:0032092; GO:0036502; GO:0036503; GO:0036513; GO:0042288; GO:0043657; GO:0045184; GO:0051117; GO:0051260; GO:0055085; GO:0071712; GO:1990381
TRINITY_DN5093_c0_g1_i1	1	0	0	3	GO:0030968	stress response	P	sp	Q9BUN8	DERL1_HUMAN	54.4	226	99	2	272	937	1	226	1.9e-64	248.1	DERL1_HUMAN	reviewed	Derlin-1 (Degradation in endoplasmic reticulum protein 1) (DERtrin-1) (Der1-like protein 1)	DERL1 DER1 UNQ243/PRO276	Homo sapiens (Human)	251	endoplasmic reticulum unfolded protein response [GO:0030968]; ERAD pathway [GO:0036503]; ER-associated misfolded protein catabolic process [GO:0071712]; establishment of protein localization [GO:0045184]; intracellular transport of viral protein in host cell [GO:0019060]; positive regulation of protein binding [GO:0032092]; positive regulation of protein ubiquitination [GO:0031398]; protein destabilization [GO:0031648]; protein folding [GO:0006457]; protein homooligomerization [GO:0051260]; protein ubiquitination [GO:0016567]; response to unfolded protein [GO:0006986]; retrograde protein transport, ER to cytosol [GO:0030970]; transmembrane transport [GO:0055085]; ubiquitin-dependent ERAD pathway [GO:0030433]	Derlin-1 retrotranslocation complex [GO:0036513]; Derlin-1-VIMP complex [GO:0036502]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; host cell [GO:0043657]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; membrane [GO:0016020]	ATPase binding [GO:0051117]; MHC class I protein binding [GO:0042288]; protease binding [GO:0002020]; receptor activity [GO:0004872]; serine-type endopeptidase activity [GO:0004252]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-specific protease binding [GO:1990381]	Derlin-1 retrotranslocation complex [GO:0036513]; Derlin-1-VIMP complex [GO:0036502]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; host cell [GO:0043657]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; membrane [GO:0016020]; ATPase binding [GO:0051117]; MHC class I protein binding [GO:0042288]; protease binding [GO:0002020]; receptor activity [GO:0004872]; serine-type endopeptidase activity [GO:0004252]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-specific protease binding [GO:1990381]; endoplasmic reticulum unfolded protein response [GO:0030968]; ER-associated misfolded protein catabolic process [GO:0071712]; ERAD pathway [GO:0036503]; establishment of protein localization [GO:0045184]; intracellular transport of viral protein in host cell [GO:0019060]; positive regulation of protein binding [GO:0032092]; positive regulation of protein ubiquitination [GO:0031398]; protein destabilization [GO:0031648]; protein folding [GO:0006457]; protein homooligomerization [GO:0051260]; protein ubiquitination [GO:0016567]; response to unfolded protein [GO:0006986]; retrograde protein transport, ER to cytosol [GO:0030970]; transmembrane transport [GO:0055085]; ubiquitin-dependent ERAD pathway [GO:0030433]	GO:0002020; GO:0004252; GO:0004872; GO:0005769; GO:0005770; GO:0005783; GO:0005789; GO:0006457; GO:0006986; GO:0016020; GO:0016021; GO:0016567; GO:0019060; GO:0030176; GO:0030433; GO:0030968; GO:0030970; GO:0031398; GO:0031625; GO:0031648; GO:0032092; GO:0036502; GO:0036503; GO:0036513; GO:0042288; GO:0043657; GO:0045184; GO:0051117; GO:0051260; GO:0055085; GO:0071712; GO:1990381
TRINITY_DN6301_c0_g1_i1	0	1	0	2	GO:0050690	stress response	P	sp	Q92556	ELMO1_HUMAN	46.4	744	357	15	102	2267	1	724	1.2e-176	621.7	ELMO1_HUMAN	reviewed	Engulfment and cell motility protein 1 (Protein ced-12 homolog)	ELMO1 KIAA0281	Homo sapiens (Human)	727	actin cytoskeleton organization [GO:0030036]; apoptotic process [GO:0006915]; cell migration [GO:0016477]; cell motility [GO:0048870]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; phagocytosis, engulfment [GO:0006911]; positive regulation of GTPase activity [GO:0043547]; Rac protein signal transduction [GO:0016601]; regulation of defense response to virus by virus [GO:0050690]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; guanyl-nucleotide exchange factor complex [GO:0032045]; membrane [GO:0016020]; plasma membrane [GO:0005886]	SH3 domain binding [GO:0017124]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; guanyl-nucleotide exchange factor complex [GO:0032045]; membrane [GO:0016020]; plasma membrane [GO:0005886]; SH3 domain binding [GO:0017124]; actin cytoskeleton organization [GO:0030036]; apoptotic process [GO:0006915]; cell migration [GO:0016477]; cell motility [GO:0048870]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; phagocytosis, engulfment [GO:0006911]; positive regulation of GTPase activity [GO:0043547]; Rac protein signal transduction [GO:0016601]; regulation of defense response to virus by virus [GO:0050690]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	GO:0005737; GO:0005829; GO:0005886; GO:0006911; GO:0006915; GO:0016020; GO:0016477; GO:0016601; GO:0017124; GO:0030036; GO:0032045; GO:0038096; GO:0043547; GO:0048010; GO:0048870; GO:0050690
TRINITY_DN1494_c0_g1_i4	5	1	0	3	GO:0006281	stress response	P	sp	Q8CIK8	RFWD3_MOUSE	34.1	507	308	8	1055	2542	282	773	9.6e-81	303.1	RFWD3_MOUSE	reviewed	E3 ubiquitin-protein ligase RFWD3 (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3) (RING finger protein 201) (RING-type E3 ubiquitin transferase RFWD3)	Rfwd3 Rnf201	Mus musculus (Mouse)	774	DNA repair [GO:0006281]; mitotic G1 DNA damage checkpoint [GO:0031571]; protein ubiquitination [GO:0016567]; regulation of DNA damage checkpoint [GO:2000001]; response to ionizing radiation [GO:0010212]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of double-strand break [GO:0035861]	MDM2/MDM4 family protein binding [GO:0097371]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; ubiquitin-protein transferase activity [GO:0004842]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of double-strand break [GO:0035861]; MDM2/MDM4 family protein binding [GO:0097371]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; ubiquitin-protein transferase activity [GO:0004842]; DNA repair [GO:0006281]; mitotic G1 DNA damage checkpoint [GO:0031571]; protein ubiquitination [GO:0016567]; regulation of DNA damage checkpoint [GO:2000001]; response to ionizing radiation [GO:0010212]	GO:0002039; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0010212; GO:0016567; GO:0016605; GO:0031571; GO:0035861; GO:0046872; GO:0097371; GO:2000001
TRINITY_DN1494_c0_g1_i4	5	1	0	3	GO:0031571	stress response	P	sp	Q8CIK8	RFWD3_MOUSE	34.1	507	308	8	1055	2542	282	773	9.6e-81	303.1	RFWD3_MOUSE	reviewed	E3 ubiquitin-protein ligase RFWD3 (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3) (RING finger protein 201) (RING-type E3 ubiquitin transferase RFWD3)	Rfwd3 Rnf201	Mus musculus (Mouse)	774	DNA repair [GO:0006281]; mitotic G1 DNA damage checkpoint [GO:0031571]; protein ubiquitination [GO:0016567]; regulation of DNA damage checkpoint [GO:2000001]; response to ionizing radiation [GO:0010212]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of double-strand break [GO:0035861]	MDM2/MDM4 family protein binding [GO:0097371]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; ubiquitin-protein transferase activity [GO:0004842]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; site of double-strand break [GO:0035861]; MDM2/MDM4 family protein binding [GO:0097371]; metal ion binding [GO:0046872]; p53 binding [GO:0002039]; ubiquitin-protein transferase activity [GO:0004842]; DNA repair [GO:0006281]; mitotic G1 DNA damage checkpoint [GO:0031571]; protein ubiquitination [GO:0016567]; regulation of DNA damage checkpoint [GO:2000001]; response to ionizing radiation [GO:0010212]	GO:0002039; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0010212; GO:0016567; GO:0016605; GO:0031571; GO:0035861; GO:0046872; GO:0097371; GO:2000001
TRINITY_DN6422_c0_g1_i3	0	3	0	2	GO:0009408	stress response	P	sp	P43644	DNJH_ATRNU	36.4	341	196	9	159	1151	14	343	3.6e-57	224.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2114_c0_g1_i2	4	3	0	1	GO:0009651	stress response	P	sp	Q9FMH8	RD21B_ARATH	38.6	293	160	9	127	972	70	353	2.2e-45	184.9	RD21B_ARATH	reviewed	Probable cysteine protease RD21B (EC 3.4.22.-)	RD21B At5g43060 MMG4.7	Arabidopsis thaliana (Mouse-ear cress)	463	proteolysis involved in cellular protein catabolic process [GO:0051603]; response to salt stress [GO:0009651]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; lysosome [GO:0005764]; vacuole [GO:0005773]	cysteine-type endopeptidase activity [GO:0004197]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; lysosome [GO:0005764]; vacuole [GO:0005773]; cysteine-type endopeptidase activity [GO:0004197]; proteolysis involved in cellular protein catabolic process [GO:0051603]; response to salt stress [GO:0009651]	GO:0004197; GO:0005615; GO:0005764; GO:0005773; GO:0005783; GO:0005829; GO:0009651; GO:0051603
TRINITY_DN7023_c0_g1_i1	0	8	0	2	GO:0002223	stress response	P	sp	Q13616	CUL1_HUMAN	85.2	27	4	0	2380	2300	750	776	2.6e-06	55.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7023_c0_g1_i1	0	8	0	2	GO:0051403	stress response	P	sp	Q13616	CUL1_HUMAN	85.2	27	4	0	2380	2300	750	776	2.6e-06	55.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5757_c0_g1_i1	2	0	0	3	GO:0031297	stress response	P	sp	Q8R3N6	THOC1_MOUSE	43.2	576	262	14	95	1753	1	534	1.8e-113	412.1	THOC1_MOUSE	reviewed	THO complex subunit 1 (Tho1) (Nuclear matrix protein p84)	Thoc1 Hpr1	Mus musculus (Mouse)	657	apoptotic process [GO:0006915]; mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397]; negative regulation of DNA damage checkpoint [GO:2000002]; negative regulation of isotype switching to IgA isotypes [GO:0048297]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; regulation of DNA recombination [GO:0000018]; regulation of DNA-templated transcription, elongation [GO:0032784]; replication fork processing [GO:0031297]; RNA splicing [GO:0008380]; signal transduction [GO:0007165]; transcription, DNA-templated [GO:0006351]; viral mRNA export from host cell nucleus [GO:0046784]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; THO complex [GO:0000347]; THO complex part of transcription export complex [GO:0000445]; transcription export complex [GO:0000346]	DNA binding [GO:0003677]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; THO complex [GO:0000347]; THO complex part of transcription export complex [GO:0000445]; transcription export complex [GO:0000346]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; apoptotic process [GO:0006915]; mRNA export from nucleus [GO:0006406]; mRNA processing [GO:0006397]; negative regulation of DNA damage checkpoint [GO:2000002]; negative regulation of isotype switching to IgA isotypes [GO:0048297]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; regulation of DNA recombination [GO:0000018]; regulation of DNA-templated transcription, elongation [GO:0032784]; replication fork processing [GO:0031297]; RNA splicing [GO:0008380]; signal transduction [GO:0007165]; transcription, DNA-templated [GO:0006351]; viral mRNA export from host cell nucleus [GO:0046784]	GO:0000018; GO:0000346; GO:0000347; GO:0000445; GO:0000784; GO:0003677; GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0006351; GO:0006397; GO:0006406; GO:0006915; GO:0007165; GO:0008380; GO:0016363; GO:0016607; GO:0031297; GO:0032784; GO:0032786; GO:0045171; GO:0046784; GO:0048297; GO:2000002
TRINITY_DN6864_c0_g1_i2	3	1	0	3	GO:0009611	stress response	P	sp	P00787	CATB_RAT	42.2	166	89	3	3	488	166	328	4.1e-34	147.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3170_c0_g1_i1	21	48	76	4	GO:0045954	stress response	P	sp	P42232	STA5B_MOUSE	44.4	117	61	3	397	747	1	113	3.7e-17	90.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3170_c0_g1_i1	21	48	76	4	GO:0050729	stress response	P	sp	P42232	STA5B_MOUSE	44.4	117	61	3	397	747	1	113	3.7e-17	90.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN175_c0_g1_i1	13	10	0	1	GO:0006281	stress response	P	sp	Q9BG99	TREX1_BOVIN	33.3	276	140	6	108	923	7	242	3.4e-30	134	TREX1_BOVIN	reviewed	Three-prime repair exonuclease 1 (EC 3.1.11.2) (3'-5' exonuclease TREX1)	TREX1	Bos taurus (Bovine)	315	cell cycle [GO:0007049]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 3'-5' exonuclease activity [GO:0008408]; exodeoxyribonuclease III activity [GO:0008853]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleus [GO:0005634]; 3'-5' exonuclease activity [GO:0008408]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; exodeoxyribonuclease III activity [GO:0008853]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; cell cycle [GO:0007049]; DNA metabolic process [GO:0006259]; DNA repair [GO:0006281]	GO:0003676; GO:0005634; GO:0005789; GO:0005829; GO:0006259; GO:0006281; GO:0007049; GO:0008296; GO:0008408; GO:0008853; GO:0046872
TRINITY_DN41_c0_g2_i1	2	2	0	1	GO:0009408	stress response	P	sp	D3K0N9	DCPS_ASCSU	46.4	295	153	3	669	1550	6	296	1.5e-71	272.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
