Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN3276_c2_g1_i1	2291.146237	-0.56487603	0.165433844	-3.414513107	0.000638961	0.015931432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3290_c0_g1_i2	473.7534256	-1.065550784	0.225650281	-4.722133642	2.33e-06	0.000221677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN330_c0_g1_i1	1429.361685	-0.65303278	0.197034694	-3.314303522	0.000918717	0.020137743	sp	Q7TNS2	MIC10_MOUSE	62.7	67	25	0	599	399	2	68	1.7e-21	104.4	MIC10_MOUSE	reviewed	MICOS complex subunit Mic10 (Mitochondrial inner membrane organizing system protein 1)	Minos1 Mic10	Mus musculus (Mouse)	76		integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]		integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]	GO:0005739; GO:0005743; GO:0016021
TRINITY_DN333_c0_g1_i2	1418.624562	0.468205847	0.158367408	2.956453305	0.003111993	0.04640658	sp	Q290X3	LIG_DROPS	38.1	247	125	15	1287	595	1042	1276	1.7e-21	105.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3334_c0_g1_i2	226.8914231	-1.389179911	0.465446436	-2.984618215	0.002839325	0.043565433	sp	Q6NN85	SSH_DROME	48.8	576	177	12	103	1500	1	568	9.2e-124	446.8	SSH_DROME	reviewed	Protein phosphatase Slingshot (EC 3.1.3.16) (EC 3.1.3.48)	ssh CG6238	Drosophila melanogaster (Fruit fly)	1045	axonogenesis [GO:0007409]; cell morphogenesis [GO:0000902]; compound eye development [GO:0048749]; establishment of nucleus localization [GO:0040023]; mitotic cell cycle [GO:0000278]; mushroom body development [GO:0016319]; negative regulation of actin filament polymerization [GO:0030837]; protein dephosphorylation [GO:0006470]; regulation of actin filament polymerization [GO:0030833]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of axonogenesis [GO:0050770]; regulation of lamellipodium assembly [GO:0010591]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	actin binding [GO:0003779]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin binding [GO:0003779]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; axonogenesis [GO:0007409]; cell morphogenesis [GO:0000902]; compound eye development [GO:0048749]; establishment of nucleus localization [GO:0040023]; mitotic cell cycle [GO:0000278]; mushroom body development [GO:0016319]; negative regulation of actin filament polymerization [GO:0030837]; protein dephosphorylation [GO:0006470]; regulation of actin filament polymerization [GO:0030833]; regulation of actin polymerization or depolymerization [GO:0008064]; regulation of axonogenesis [GO:0050770]; regulation of lamellipodium assembly [GO:0010591]	GO:0000278; GO:0000902; GO:0003779; GO:0004721; GO:0004725; GO:0005737; GO:0005856; GO:0006470; GO:0007409; GO:0008064; GO:0008138; GO:0010591; GO:0016319; GO:0030833; GO:0030837; GO:0040023; GO:0045177; GO:0048749; GO:0050770
TRINITY_DN3339_c0_g1_i1	758.5971239	-0.717386374	0.244443986	-2.934767941	0.003337972	0.048131146	sp	P08515	GST26_SCHJA	47.2	212	110	2	765	133	1	211	6.7e-53	209.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3345_c0_g1_i1	1947.780684	0.867297352	0.192783551	4.49881408	6.83e-06	0.000511135	sp	Q9H8H3	MET7A_HUMAN	36.4	225	129	5	272	946	34	244	2.3e-31	138.3	MET7A_HUMAN	reviewed	Methyltransferase-like protein 7A (EC 2.1.1.-) (Protein AAM-B)	METTL7A PRO0066 UNQ1902/PRO4348	Homo sapiens (Human)	244	neutrophil degranulation [GO:0043312]	endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lipid particle [GO:0005811]; membrane [GO:0016020]; tertiary granule lumen [GO:1904724]	methyltransferase activity [GO:0008168]	endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; lipid particle [GO:0005811]; membrane [GO:0016020]; tertiary granule lumen [GO:1904724]; methyltransferase activity [GO:0008168]; neutrophil degranulation [GO:0043312]	GO:0005576; GO:0005783; GO:0005811; GO:0008168; GO:0016020; GO:0043312; GO:0070062; GO:1904724
TRINITY_DN336_c2_g1_i1	20993.56217	-0.650608069	0.1316428	-4.942222965	7.72e-07	8.11e-05	sp	P56567	CYTA_MOUSE	40.8	98	55	2	561	274	1	97	3e-14	80.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3368_c0_g1_i1	12880.92732	-0.734316778	0.23537871	-3.119724712	0.001810201	0.031953524	sp	P07706	NU5M_DROYA	52.2	569	267	4	1768	71	4	570	2.1e-142	508.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN339_c0_g1_i6	136.1625405	-1.836928499	0.464312403	-3.956233962	7.61e-05	0.003712237	sp	Q29IK4	RM22_DROPS	54.7	192	78	3	641	87	44	233	9.4e-57	221.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3395_c0_g1_i2	5374.514101	0.913125079	0.262804926	3.474535626	0.000511738	0.013671492	sp	P53348	BTG1_BOVIN	53.2	126	56	2	266	640	6	129	2e-30	134.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN340_c1_g2_i1	1032.571381	0.674443539	0.219939171	3.066500328	0.002165806	0.036100784	sp	Q9W1B0	GEK_DROME	50.8	1636	684	21	94	4941	41	1575	0	1439.5	GEK_DROME	reviewed	Serine/threonine-protein kinase Genghis Khan (EC 2.7.11.1)	gek CG4012	Drosophila melanogaster (Fruit fly)	1637	actin polymerization or depolymerization [GO:0008154]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of actin filament polymerization [GO:0030833]; synaptic target recognition [GO:0008039]	axon [GO:0030424]; growth cone [GO:0030426]; intracellular [GO:0005622]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	axon [GO:0030424]; growth cone [GO:0030426]; intracellular [GO:0005622]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; actin polymerization or depolymerization [GO:0008154]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of actin filament polymerization [GO:0030833]; synaptic target recognition [GO:0008039]	GO:0004672; GO:0004674; GO:0005524; GO:0005622; GO:0006468; GO:0008039; GO:0008154; GO:0030424; GO:0030426; GO:0030833; GO:0035556; GO:0046872
TRINITY_DN3421_c0_g1_i1	839.9932866	0.727412286	0.180851504	4.022152273	5.77e-05	0.002963599	sp	Q8NF91	SYNE1_HUMAN	23.8	492	321	15	2387	3778	8332	8797	8.2e-10	68.2	SYNE1_HUMAN	reviewed	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1	Homo sapiens (Human)	8797	cytoskeletal anchoring at nuclear membrane [GO:0090286]; Golgi organization [GO:0007030]; muscle cell differentiation [GO:0042692]; nuclear matrix anchoring at nuclear membrane [GO:0090292]; nucleus organization [GO:0006997]; spermatogenesis [GO:0007283]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; LINC complex [GO:0034993]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear outer membrane [GO:0005640]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; postsynaptic membrane [GO:0045211]; sarcomere [GO:0030017]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; lamin binding [GO:0005521]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; LINC complex [GO:0034993]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear outer membrane [GO:0005640]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; postsynaptic membrane [GO:0045211]; sarcomere [GO:0030017]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; lamin binding [GO:0005521]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; cytoskeletal anchoring at nuclear membrane [GO:0090286]; Golgi organization [GO:0007030]; muscle cell differentiation [GO:0042692]; nuclear matrix anchoring at nuclear membrane [GO:0090292]; nucleus organization [GO:0006997]; spermatogenesis [GO:0007283]	GO:0000932; GO:0003723; GO:0003779; GO:0005521; GO:0005634; GO:0005635; GO:0005640; GO:0005654; GO:0005730; GO:0005737; GO:0005794; GO:0005856; GO:0006997; GO:0007030; GO:0007283; GO:0016021; GO:0019899; GO:0030017; GO:0031965; GO:0034993; GO:0042692; GO:0042802; GO:0042803; GO:0045211; GO:0051015; GO:0090286; GO:0090292
TRINITY_DN3438_c0_g1_i3	702.7360016	-1.310658958	0.262329482	-4.99623202	5.85e-07	6.36e-05	sp	Q3T186	RPIA_BOVIN	61.4	236	91	0	1673	2380	25	260	1e-78	296.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN345_c0_g1_i1	754.3129694	-0.660285354	0.22458297	-2.940050852	0.003281584	0.047662616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3463_c0_g1_i1	213.5294237	1.681336914	0.553516039	3.037557713	0.002385037	0.038365761	sp	O46419	LIPT_BOVIN	40.6	310	175	6	932	12	36	339	2.5e-57	224.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3470_c0_g1_i3	886.5207338	0.932492784	0.177083038	5.265850389	1.4e-07	1.86e-05	sp	Q9BUJ2	HNRL1_HUMAN	55	398	176	3	1736	549	206	602	1.8e-128	461.5	HNRL1_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5)	HNRNPUL1 E1BAP5 HNRPUL1	Homo sapiens (Human)	856	mRNA splicing, via spliceosome [GO:0000398]; regulation of transcription, DNA-templated [GO:0006355]; response to virus [GO:0009615]; RNA processing [GO:0006396]; transcription, DNA-templated [GO:0006351]	intracellular ribonucleoprotein complex [GO:0030529]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	enzyme binding [GO:0019899]; RNA binding [GO:0003723]	intracellular ribonucleoprotein complex [GO:0030529]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; enzyme binding [GO:0019899]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]; regulation of transcription, DNA-templated [GO:0006355]; response to virus [GO:0009615]; RNA processing [GO:0006396]; transcription, DNA-templated [GO:0006351]	GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0006351; GO:0006355; GO:0006396; GO:0009615; GO:0019899; GO:0030529
TRINITY_DN3471_c0_g1_i1	1200.934493	-0.740863981	0.194964746	-3.799989473	0.000144702	0.005990028	sp	Q2HJ97	PHB2_BOVIN	69.8	298	89	1	170	1060	1	298	6.7e-114	412.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN348_c2_g1_i1	796.842796	-0.629798597	0.192073295	-3.278949296	0.001041944	0.021953408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3488_c0_g1_i2	169.5793494	2.048859804	0.388906595	5.26825678	1.38e-07	1.86e-05	sp	Q02338	BDH_HUMAN	36	289	177	5	189	1037	56	342	3.6e-45	184.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3502_c0_g1_i3	2341.953976	0.45259061	0.151089514	2.995513047	0.002739836	0.042490214	sp	Q14157	UBP2L_HUMAN	39	105	51	4	2684	2400	2	103	1.5e-08	63.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3519_c0_g1_i10	770.4862922	-1.103178583	0.210451321	-5.241965584	1.59e-07	2.07e-05	sp	P26599	PTBP1_HUMAN	59	554	171	9	170	1762	11	531	6.8e-165	582.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3519_c0_g1_i2	706.8640002	1.015270263	0.219091553	4.634000028	3.59e-06	0.000309679	sp	P26599	PTBP1_HUMAN	58	564	177	8	170	1810	11	531	2e-164	580.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3519_c0_g1_i9	506.1301806	1.382361532	0.299376323	4.617471139	3.88e-06	0.000318418	sp	P26599	PTBP1_HUMAN	57.7	562	178	8	355	1989	13	531	1.6e-162	574.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN354_c0_g1_i1	179.3336219	-1.102377017	0.33987437	-3.243483808	0.001180775	0.02355253	sp	Q1L9A2	OPA3_DANRE	41.3	150	83	2	830	384	1	146	1.1e-23	112.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN356_c0_g1_i17	15016.21899	-0.40579337	0.135227506	-3.000819745	0.002692539	0.042068286	sp	P38040	GBG1_DROME	61.5	65	25	0	779	585	6	70	3.3e-14	80.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3574_c0_g1_i1	21512.48453	-0.409906358	0.135501857	-3.025097713	0.002485528	0.039556916	sp	Q56JV1	RS26_BOVIN	82.2	101	18	0	10	312	1	101	4.3e-42	172.6	RS26_BOVIN	reviewed	40S ribosomal protein S26	RPS26	Bos taurus (Bovine)	115	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	cytosolic small ribosomal subunit [GO:0022627]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003729; GO:0003735; GO:0006412; GO:0022627
TRINITY_DN3602_c0_g1_i2	292.7072138	1.209261174	0.337531409	3.582662656	0.00034011	0.010056479	sp	Q8N573	OXR1_HUMAN	48.9	176	90	0	731	204	699	874	7.1e-48	192.6	OXR1_HUMAN	reviewed	Oxidation resistance protein 1	OXR1 Nbla00307	Homo sapiens (Human)	874	adult walking behavior [GO:0007628]; cellular response to hydroperoxide [GO:0071447]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; negative regulation of peptidyl-cysteine S-nitrosylation [GO:1902083]; neuron apoptotic process [GO:0051402]; response to oxidative stress [GO:0006979]	mitochondrion [GO:0005739]; nucleolus [GO:0005730]	oxidoreductase activity [GO:0016491]	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; oxidoreductase activity [GO:0016491]; adult walking behavior [GO:0007628]; cellular response to hydroperoxide [GO:0071447]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; negative regulation of peptidyl-cysteine S-nitrosylation [GO:1902083]; neuron apoptotic process [GO:0051402]; response to oxidative stress [GO:0006979]	GO:0005730; GO:0005739; GO:0006979; GO:0007628; GO:0016491; GO:0043524; GO:0051402; GO:0071447; GO:1902083; GO:1903204
TRINITY_DN3605_c0_g1_i2	263.0394221	1.019013117	0.320988534	3.174609086	0.001500385	0.027796603	sp	Q5TJG6	BRD2_CANLF	49.9	779	272	9	369	2564	44	751	5e-121	437.2	BRD2_CANLF	reviewed	Bromodomain-containing protein 2	BRD2	Canis lupus familiaris (Dog) (Canis familiaris)	803	covalent chromatin modification [GO:0016569]; nucleosome assembly [GO:0006334]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; lysine-acetylated histone binding [GO:0070577]; covalent chromatin modification [GO:0016569]; nucleosome assembly [GO:0006334]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; transcription, DNA-templated [GO:0006351]	GO:0003682; GO:0005634; GO:0005737; GO:0006334; GO:0006351; GO:0006357; GO:0016569; GO:0070577
TRINITY_DN3657_c0_g1_i1	800.3636562	-0.603964767	0.185544526	-3.255093428	0.001133551	0.023071998	sp	Q96NR8	RDH12_HUMAN	48	294	146	4	1159	290	23	313	1.1e-68	262.3	RDH12_HUMAN	reviewed	Retinol dehydrogenase 12 (EC 1.1.1.-) (All-trans and 9-cis retinol dehydrogenase) (Short chain dehydrogenase/reductase family 7C member 2)	RDH12 SDR7C2	Homo sapiens (Human)	316	photoreceptor cell maintenance [GO:0045494]; response to stimulus [GO:0050896]; retinoid metabolic process [GO:0001523]; retinol metabolic process [GO:0042572]; visual perception [GO:0007601]	intracellular [GO:0005622]; photoreceptor inner segment membrane [GO:0060342]	NADP-retinol dehydrogenase activity [GO:0052650]; retinol dehydrogenase activity [GO:0004745]	intracellular [GO:0005622]; photoreceptor inner segment membrane [GO:0060342]; NADP-retinol dehydrogenase activity [GO:0052650]; retinol dehydrogenase activity [GO:0004745]; photoreceptor cell maintenance [GO:0045494]; response to stimulus [GO:0050896]; retinoid metabolic process [GO:0001523]; retinol metabolic process [GO:0042572]; visual perception [GO:0007601]	GO:0001523; GO:0004745; GO:0005622; GO:0007601; GO:0042572; GO:0045494; GO:0050896; GO:0052650; GO:0060342
TRINITY_DN3665_c0_g1_i1	2683.524686	-0.487011657	0.130398487	-3.734795307	0.000187868	0.007252914	sp	P13086	SUCA_RAT	75.5	326	79	1	58	1032	17	342	5.1e-141	502.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3711_c0_g1_i1	779.9099235	-0.642441943	0.188413044	-3.409753001	0.000650217	0.016011937	sp	Q178A5	UFC1_AEDAE	85.4	164	24	0	97	588	1	164	7.2e-85	315.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3746_c0_g1_i14	167.3127535	-1.160214753	0.366003316	-3.169956942	0.001524615	0.028071686	sp	Q05B89	NIF3L_BOVIN	44.3	352	184	6	1438	413	28	377	1.2e-73	278.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3764_c0_g2_i2	723.2469954	0.710087032	0.231661781	3.065188516	0.002175328	0.036158791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3765_c0_g1_i1	8957.469635	0.734809127	0.227427899	3.230954209	0.001233777	0.024409378	sp	O46037	VINC_DROME	62.5	975	337	6	3280	401	1	961	0	1112.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3769_c0_g1_i1	2965.632393	0.464758871	0.142394789	3.263875553	0.001098994	0.022755646	sp	P14562	LAMP1_RAT	29.7	229	129	7	162	833	206	407	7e-15	83.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3827_c0_g1_i4	284.5796519	1.718489201	0.386833349	4.442453588	8.89e-06	0.000618849	sp	Q9NZJ4	SACS_HUMAN	29.5	617	375	16	1730	12	1288	1888	1.7e-60	235.3	SACS_HUMAN	reviewed	Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29)	SACS KIAA0730	Homo sapiens (Human)	4579	negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457]	axon [GO:0030424]; cell body fiber [GO:0070852]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	chaperone binding [GO:0051087]; Hsp70 protein binding [GO:0030544]; proteasome binding [GO:0070628]	axon [GO:0030424]; cell body fiber [GO:0070852]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; chaperone binding [GO:0051087]; Hsp70 protein binding [GO:0030544]; proteasome binding [GO:0070628]; negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457]	GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0051087; GO:0070628; GO:0070852; GO:0090084
TRINITY_DN3873_c0_g1_i8	9834.977585	-0.96475454	0.244007873	-3.953784484	7.69e-05	0.003712237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN391_c0_g1_i4	678.7960063	-1.225431669	0.266151437	-4.604264705	4.14e-06	0.00033472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN393_c0_g1_i6	524.0680435	0.787307041	0.210484024	3.740459842	0.000183684	0.007169274	sp	Q6P5E8	DGKQ_MOUSE	40	953	525	16	3000	163	21	933	1.7e-186	654.8	DGKQ_MOUSE	reviewed	Diacylglycerol kinase theta (DAG kinase theta) (EC 2.7.1.107) (Diglyceride kinase theta) (DGK-theta)	Dgkq	Mus musculus (Mouse)	934	cAMP-mediated signaling [GO:0019933]; diacylglycerol metabolic process [GO:0046339]; glycerolipid metabolic process [GO:0046486]; G-protein coupled receptor signaling pathway [GO:0007186]; lipid phosphorylation [GO:0046834]; negative regulation of gene expression [GO:0010629]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidic acid biosynthetic process [GO:0006654]; positive regulation of gene expression [GO:0010628]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; protein kinase C-activating G-protein coupled receptor signaling pathway [GO:0007205]; protein kinase C signaling [GO:0070528]; regulation of cholesterol metabolic process [GO:0090181]; regulation of cortisol biosynthetic process [GO:2000064]; regulation of gluconeogenesis [GO:0006111]; regulation of G-protein coupled receptor protein signaling pathway [GO:0008277]; regulation of progesterone biosynthetic process [GO:2000182]; regulation of TORC1 signaling [GO:1903432]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; response to ATP [GO:0033198]; response to cAMP [GO:0051591]; thrombin-activated receptor signaling pathway [GO:0070493]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endosome [GO:0005768]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle membrane [GO:0012506]	activating transcription factor binding [GO:0033613]; ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; NAD+ kinase activity [GO:0003951]; phospholipase binding [GO:0043274]; transmembrane receptor protein tyrosine kinase activator activity [GO:0030297]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endosome [GO:0005768]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle membrane [GO:0012506]; activating transcription factor binding [GO:0033613]; ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; NAD+ kinase activity [GO:0003951]; phospholipase binding [GO:0043274]; transmembrane receptor protein tyrosine kinase activator activity [GO:0030297]; cAMP-mediated signaling [GO:0019933]; diacylglycerol metabolic process [GO:0046339]; G-protein coupled receptor signaling pathway [GO:0007186]; glycerolipid metabolic process [GO:0046486]; lipid phosphorylation [GO:0046834]; negative regulation of gene expression [GO:0010629]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; peptidyl-serine phosphorylation [GO:0018105]; phosphatidic acid biosynthetic process [GO:0006654]; positive regulation of gene expression [GO:0010628]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; protein kinase C signaling [GO:0070528]; protein kinase C-activating G-protein coupled receptor signaling pathway [GO:0007205]; regulation of cholesterol metabolic process [GO:0090181]; regulation of cortisol biosynthetic process [GO:2000064]; regulation of G-protein coupled receptor protein signaling pathway [GO:0008277]; regulation of gluconeogenesis [GO:0006111]; regulation of progesterone biosynthetic process [GO:2000182]; regulation of TORC1 signaling [GO:1903432]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; response to ATP [GO:0033198]; response to cAMP [GO:0051591]; thrombin-activated receptor signaling pathway [GO:0070493]	GO:0003951; GO:0004143; GO:0005524; GO:0005634; GO:0005737; GO:0005768; GO:0005829; GO:0005856; GO:0005886; GO:0006111; GO:0006357; GO:0006654; GO:0007186; GO:0007205; GO:0008277; GO:0010628; GO:0010629; GO:0010801; GO:0012506; GO:0016363; GO:0016607; GO:0018105; GO:0019900; GO:0019933; GO:0030297; GO:0033198; GO:0033613; GO:0043274; GO:0046339; GO:0046486; GO:0046834; GO:0046872; GO:0050731; GO:0051591; GO:0070493; GO:0070528; GO:0090181; GO:1903432; GO:2000064; GO:2000182
TRINITY_DN3945_c0_g1_i2	849.3498865	0.678503818	0.17514967	3.873851536	0.000107129	0.00497938	sp	A2VDP2	PCMD1_BOVIN	52.4	309	139	4	2312	1401	1	306	2.3e-85	318.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN398_c0_g1_i2	260.2057629	-0.892490562	0.289258561	-3.085442171	0.002032497	0.034949611	sp	Q8NBX0	SCPDL_HUMAN	41.8	423	235	6	1515	259	8	423	1.3e-83	312	SCPDL_HUMAN	reviewed	Saccharopine dehydrogenase-like oxidoreductase (EC 1.-.-.-)	SCCPDH CGI-49	Homo sapiens (Human)	429	platelet degranulation [GO:0002576]	extracellular region [GO:0005576]; lipid particle [GO:0005811]; membrane [GO:0016020]; midbody [GO:0030496]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; platelet alpha granule lumen [GO:0031093]	oxidoreductase activity [GO:0016491]	extracellular region [GO:0005576]; lipid particle [GO:0005811]; membrane [GO:0016020]; midbody [GO:0030496]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; platelet alpha granule lumen [GO:0031093]; oxidoreductase activity [GO:0016491]; platelet degranulation [GO:0002576]	GO:0002576; GO:0005576; GO:0005634; GO:0005739; GO:0005811; GO:0016020; GO:0016491; GO:0030496; GO:0031093
