Trinity_ID	uninfected_cold	infected_cold	uninfected_warm	infected_warm	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN3942_c0_g5_i3	0	18	0	60	18.60679888	-7.719057367	2.303486111	-3.351032737	0.000805108	0.021105511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4_c0_g1_i3	0	121	0	305	102.7463401	-10.18377513	1.686596282	-6.038063312	1.56e-09	9.42e-07	sp	P0CG82	UBIQP_TETPY	89.1	202	14	1	2	583	28	229	2.9e-92	339.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2160_c1_g1_i11	0	32	0	52	20.66328823	-7.869545341	2.176393227	-3.615865573	0.000299346	0.010866758	sp	Q7ZWM3	CEL3B_XENLA	34	94	58	3	941	1219	1	91	8.5e-07	57.4	CEL3B_XENLA	reviewed	CUGBP Elav-like family member 3-B (CELF3-B) (Bruno-like protein 1-B) (CUG-BP- and ETR-3-like factor 3-B) (ELAV-type RNA-binding protein 1-B) (ETR-1-B) (RNA-binding protein BRUNOL-1-B) (Trinucleotide repeat-containing gene 4 protein B)	tnrc4-b	Xenopus laevis (African clawed frog)	462	mRNA processing [GO:0006397]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	RNA binding [GO:0003723]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]	GO:0003723; GO:0005634; GO:0005737; GO:0006397; GO:0048026
TRINITY_DN13226_c2_g1_i4	0	15	0	55	16.64122659	-7.558073227	2.38645664	-3.16706916	0.001539837	0.032804002	sp	Q5E9A3	PCBP1_BOVIN	20.5	371	250	10	89	1159	8	347	9.3e-08	60.1	PCBP1_BOVIN	reviewed	Poly(rC)-binding protein 1 (Alpha-CP1)	PCBP1	Bos taurus (Bovine)	356	positive regulation of transcription from RNA polymerase II promoter [GO:0045944]	cytoplasm [GO:0005737]; intracellular ribonucleoprotein complex [GO:0030529]; nucleus [GO:0005634]	mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific single stranded DNA binding [GO:0098847]; single-stranded DNA binding [GO:0003697]	cytoplasm [GO:0005737]; intracellular ribonucleoprotein complex [GO:0030529]; nucleus [GO:0005634]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific single stranded DNA binding [GO:0098847]; single-stranded DNA binding [GO:0003697]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]	GO:0000981; GO:0003697; GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0030529; GO:0045944; GO:0098847
TRINITY_DN4_c0_g1_i21	0	57	0	40	24.85470418	-8.134917212	2.092404032	-3.887832888	0.000101143	0.004777656	sp	P0CG82	UBIQP_TETPY	98.7	305	4	0	57	971	1	305	3.3e-164	579.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5485_c0_g1_i50	0	30	0	48	19.20149859	-7.763674099	2.219774594	-3.497505612	0.000469631	0.014601952	sp	Q09YI1	CTTB2_SHEEP	35.4	127	76	5	1733	2107	738	860	5.5e-07	58.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2018_c0_g1_i2	0	38	0	61	24.36732065	-8.107407722	2.084785755	-3.88884455	0.000100723	0.004770167	sp	Q54QR2	PSB7_DICDI	58.5	241	98	2	113	832	6	245	5.5e-76	286.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8911_c0_g1_i8	0	21	0	71	21.9350442	-7.956453991	2.210055425	-3.600115138	0.000318076	0.01126574	sp	P49366	DHYS_HUMAN	63.4	352	123	4	97	1143	10	358	1.6e-127	458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN64_c0_g1_i35	182	0	23	0	53.27978453	9.173293772	2.056649921	4.460308815	8.18e-06	0.000747315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12275_c2_g1_i1	0	10	0	58	15.9392107	-7.496143975	2.479592822	-3.023135052	0.002501706	0.046552574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8479_c0_g1_i12	0	40	0	40	20.15130602	-7.832698196	2.187628742	-3.58045131	0.000343001	0.011816465	sp	Q42972	MDHG_ORYSJ	62.4	311	116	1	86	1015	46	356	6.2e-99	363.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14376_c0_g1_i1	0	60	0	112	42.03679191	-8.894283163	1.863167631	-4.773742852	1.81e-06	0.000246767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11977_c0_g3_i5	0	8	0	84	21.29078618	-7.913799531	2.401237608	-3.295716969	0.000981709	0.024327799	sp	P52590	NU107_RAT	39.4	834	441	17	475	2907	132	924	1.1e-163	578.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN15168_c0_g1_i13	0	13	0	69	19.26745602	-7.769647733	2.347694275	-3.309480206	0.000934694	0.023523445	sp	Q73B49	HMP_BACC1	31.9	411	233	12	152	1285	1	397	7.3e-43	176.8	HMP_BACC1	reviewed	Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)	hmp BCE_1571	Bacillus cereus (strain ATCC 10987 / NRS 248)	402	response to nitrosative stress [GO:0051409]; response to toxic substance [GO:0009636]		FAD binding [GO:0071949]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitric oxide dioxygenase activity [GO:0008941]; oxygen binding [GO:0019825]; oxygen transporter activity [GO:0005344]	FAD binding [GO:0071949]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitric oxide dioxygenase activity [GO:0008941]; oxygen binding [GO:0019825]; oxygen transporter activity [GO:0005344]; response to nitrosative stress [GO:0051409]; response to toxic substance [GO:0009636]	GO:0005344; GO:0008941; GO:0009636; GO:0019825; GO:0020037; GO:0046872; GO:0051409; GO:0071949
TRINITY_DN20215_c0_g1_i1	0	61	0	104	40.49656503	-8.840328243	1.869745029	-4.728092926	2.27e-06	0.000292013	sp	Q9CAX6	RS142_ARATH	84.7	150	23	0	47	496	1	150	2.3e-67	256.9	RS142_ARATH	reviewed	40S ribosomal protein S14-2	RPS14B At3g11510 F24K9.19	Arabidopsis thaliana (Mouse-ear cress)	150	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; mature ribosome assembly [GO:0042256]; ribosomal small subunit assembly [GO:0000028]; ribosome assembly [GO:0042255]; translation [GO:0006412]	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]	mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]; mRNA 5'-UTR binding [GO:0048027]; mRNA binding [GO:0003729]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; mature ribosome assembly [GO:0042256]; ribosomal small subunit assembly [GO:0000028]; ribosome assembly [GO:0042255]; translation [GO:0006412]	GO:0000028; GO:0000462; GO:0003729; GO:0003735; GO:0005730; GO:0006412; GO:0022626; GO:0022627; GO:0042255; GO:0042256; GO:0042788; GO:0048027; GO:0070181
TRINITY_DN2218_c0_g1_i14	0	13	0	68	19.04034385	-7.752538496	2.352468965	-3.295490232	0.000982501	0.024327799	sp	B5X0N6	KEA6_ARATH	31	451	284	12	1024	2322	150	591	2.8e-43	178.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN425_c0_g1_i45	0	17	0	48	15.60478235	-7.465092263	2.399090015	-3.111634918	0.001860544	0.037702954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN109346_c0_g1_i1	0	62	0	120	44.40703024	-8.973454876	1.848046588	-4.855643215	1.2e-06	0.000181943	sp	P34091	RL6_MESCR	48.8	164	78	3	94	570	72	234	6.7e-31	135.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9282_c1_g1_i8	98	0	18	0	29.91084769	8.340098145	2.194247511	3.800892153	0.000144176	0.006234853	sp	Q9GRX4	NONA_DROLR	48.5	262	134	1	539	1321	252	513	4e-67	258.1	NONA_DROLR	reviewed	Protein no-on-transient A	nonA	Drosophila littoralis (Fruit fly)	698	response to stimulus [GO:0050896]; visual perception [GO:0007601]		RNA binding [GO:0003723]	RNA binding [GO:0003723]; response to stimulus [GO:0050896]; visual perception [GO:0007601]	GO:0003723; GO:0007601; GO:0050896
TRINITY_DN1473_c3_g1_i2	234	0	129	0	90.13514307	9.932126432	1.715213989	5.790604843	7.01e-09	3.52e-06	sp	P56941	NPC1_PIG	37.3	1441	660	29	338	4546	25	1259	2.2e-247	857.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1432_c0_g1_i2	0	31	0	63	22.88485163	-8.017138909	2.1327378	-3.759083235	0.000170537	0.007123984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9727_c0_g1_i27	0	36	0	31	17.00061457	-7.58721064	2.300990108	-3.297367778	0.000975956	0.02423904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7891_c0_g1_i8	0	15	0	49	15.27855356	-7.434741904	2.430105356	-3.059431924	0.002217572	0.042521636	sp	Q94FL9	MB3R4_ARATH	25.2	159	110	5	450	920	32	183	3e-09	66.2	MB3R4_ARATH	reviewed	Transcription factor MYB3R-4 (Myb-related protein 3R-4) (Protein ENHANCED DEFECTIVE CYTOKINESIS)	MYB3R4 EDC At5g11510 F15N18.100	Arabidopsis thaliana (Mouse-ear cress)	961	cell differentiation [GO:0030154]; negative regulation of cellular response to caffeine [GO:1901181]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cytokinesis [GO:0032465]; regulation of DNA endoreduplication [GO:0032875]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; response to fungus [GO:0009620]; response to parasitic fungus [GO:0009623]; response to salicylic acid [GO:0009751]; transcription, DNA-templated [GO:0006351]	nucleus [GO:0005634]	RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor activity, RNA polymerase II transcription factor recruiting [GO:0001135]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]	nucleus [GO:0005634]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor activity, RNA polymerase II transcription factor recruiting [GO:0001135]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]; cell differentiation [GO:0030154]; negative regulation of cellular response to caffeine [GO:1901181]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cytokinesis [GO:0032465]; regulation of DNA endoreduplication [GO:0032875]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]; response to fungus [GO:0009620]; response to parasitic fungus [GO:0009623]; response to salicylic acid [GO:0009751]; transcription, DNA-templated [GO:0006351]	GO:0000981; GO:0001135; GO:0003700; GO:0003713; GO:0005634; GO:0006351; GO:0006355; GO:0006357; GO:0009620; GO:0009623; GO:0009751; GO:0030154; GO:0032465; GO:0032875; GO:0043565; GO:0044212; GO:0045893; GO:1901181
TRINITY_DN60999_c0_g1_i10	0	9	0	70	18.38788627	-7.702354961	2.435317218	-3.162772761	0.001562743	0.033119627	sp	P24555	PTRB_ECOLI	25.8	677	423	22	184	2091	34	672	1.8e-44	182.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14063_c0_g1_i1	0	23	0	62	20.44437562	-7.854745114	2.222494735	-3.5342019	0.000409009	0.013428557	sp	O94481	TFC5_SCHPO	30.8	133	90	2	793	1188	303	434	6.1e-05	50.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN527_c3_g1_i26	0	39	0	56	23.50843028	-8.05549284	2.099684745	-3.836524917	0.000124788	0.00557156	sp	Q8R003	MBNL3_MOUSE	40.3	62	25	2	737	886	20	81	3.2e-06	55.1	MBNL3_MOUSE	reviewed	Muscleblind-like protein 3 (Cys3His CCG1-required protein) (Muscleblind-like X-linked protein) (Protein MCHCR)	Mbnl3 Chcr Mbxl	Mus musculus (Mouse)	342	mRNA processing [GO:0006397]; multicellular organism development [GO:0007275]; negative regulation of myoblast differentiation [GO:0045662]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; RNA binding [GO:0003723]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; multicellular organism development [GO:0007275]; negative regulation of myoblast differentiation [GO:0045662]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	GO:0003723; GO:0005634; GO:0005737; GO:0006397; GO:0007275; GO:0008380; GO:0043484; GO:0045662; GO:0046872
TRINITY_DN19077_c0_g1_i1	0	22	0	70	21.98460251	-7.959665619	2.201063765	-3.616281248	0.000298866	0.010866758	sp	C1FI13	ITPA_MICCC	50	196	85	4	8	577	1	189	6.9e-47	189.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN585_c0_g2_i12	0	25	0	53	18.95370704	-7.745278611	2.245024175	-3.449975593	0.000560637	0.016568675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10065_c0_g1_i11	0	14	0	104	27.49305247	-8.28251372	2.217450102	-3.735152243	0.000187602	0.007629238	sp	Q8IU85	KCC1D_HUMAN	33.8	213	106	8	276	866	39	232	3.5e-17	91.7	KCC1D_HUMAN	reviewed	Calcium/calmodulin-dependent protein kinase type 1D (EC 2.7.11.17) (CaM kinase I delta) (CaM kinase ID) (CaM-KI delta) (CaMKI delta) (CaMKID) (CaMKI-like protein kinase) (CKLiK)	CAMK1D CAMKID	Homo sapiens (Human)	385	inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; negative regulation of apoptotic process [GO:0043066]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of apoptotic process [GO:0043065]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of neuron projection development [GO:0010976]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of phagocytosis [GO:0050766]; positive regulation of respiratory burst [GO:0060267]; regulation of dendrite development [GO:0050773]; regulation of granulocyte chemotaxis [GO:0071622]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; inflammatory response [GO:0006954]; intracellular signal transduction [GO:0035556]; negative regulation of apoptotic process [GO:0043066]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of apoptotic process [GO:0043065]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of neuron projection development [GO:0010976]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of phagocytosis [GO:0050766]; positive regulation of respiratory burst [GO:0060267]; regulation of dendrite development [GO:0050773]; regulation of granulocyte chemotaxis [GO:0071622]	GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0006954; GO:0010976; GO:0018105; GO:0018107; GO:0032793; GO:0035556; GO:0043065; GO:0043066; GO:0050766; GO:0050773; GO:0060267; GO:0071622; GO:0090023
TRINITY_DN111885_c0_g1_i1	0	27	0	64	22.00528188	-7.960762358	2.16764668	-3.672536872	0.000240154	0.009047415	sp	Q6P0I8	EXOS6_DANRE	29.8	242	142	5	57	704	27	266	9.3e-16	85.5	EXOS6_DANRE	reviewed	Exosome complex component MTR3 (Exosome component 6) (mRNA transport regulator 3 homolog)	exosc6 mtr3	Danio rerio (Zebrafish) (Brachydanio rerio)	271	nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; rRNA 3'-end processing [GO:0031125]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]	RNA binding [GO:0003723]	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; RNA binding [GO:0003723]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; rRNA 3'-end processing [GO:0031125]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	GO:0000176; GO:0000177; GO:0000178; GO:0003723; GO:0005730; GO:0016075; GO:0031125; GO:0034427; GO:0034475; GO:0071028; GO:0071051
TRINITY_DN3582_c0_g1_i9	0	17	0	59	18.10301623	-7.679490913	2.325529354	-3.302254989	0.000959108	0.023990406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8303_c1_g1_i5	102	0	17	3	31.43561972	5.443353615	1.813650218	3.00132493	0.002688076	0.049274031	sp	O75165	DJC13_HUMAN	60.4	1622	586	13	128	4984	7	1574	0	1958.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8303_c1_g1_i5	102	0	17	3	31.43561972	5.443353615	1.813650218	3.00132493	0.002688076	0.049274031	sp	O75165	DJC13_HUMAN	44.5	667	355	8	5107	7083	1573	2232	6.7e-157	557.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN37231_c0_g1_i2	0	11	0	76	20.30390025	-7.845300073	2.358863383	-3.325881494	0.000881394	0.022501031	sp	Q3KKL0	TRMB_CHLTA	30.4	125	82	3	1115	1486	45	165	4.1e-11	71.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7955_c0_g1_i14	0	20	0	85	24.83794411	-8.13587291	2.177323664	-3.73663918	0.000186496	0.007596861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1061_c0_g1_i15	0	11	0	66	18.03277854	-7.674163943	2.406152803	-3.189391768	0.001425725	0.031101321	sp	P63037	DNJA1_MOUSE	26.2	359	212	12	712	1647	3	355	9.6e-27	123.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN90_c1_g1_i4	0	30	0	94	29.64865844	-8.391087828	2.052414406	-4.088398426	4.34e-05	0.002546355	sp	Q9LT78	RD21C_ARATH	41.9	313	163	8	148	1062	43	344	1.8e-59	231.5	RD21C_ARATH	reviewed	Probable cysteine protease RD21C (EC 3.4.22.-)	RD21C At3g19390 MLD14.12	Arabidopsis thaliana (Mouse-ear cress)	452			cysteine-type peptidase activity [GO:0008234]	cysteine-type peptidase activity [GO:0008234]	GO:0008234
TRINITY_DN46552_c0_g1_i1	33	0	63	0	22.46012578	7.928645387	2.137904518	3.708605936	0.000208403	0.008151297	sp	Q9TZM3	LRK1_CAEEL	32.8	2405	1185	61	641	7651	351	2391	0	1096.3	LRK1_CAEEL	reviewed	Leucine-rich repeat serine/threonine-protein kinase 1 (EC 2.7.11.1) (Leucine-rich repeats, ras-like domain, kinase protein 1) (PARK8-related kinase)	lrk-1 T27C10.6	Caenorhabditis elegans	2393	axon extension involved in axon guidance [GO:0048846]; cellular protein localization [GO:0034613]; intracellular signal transduction [GO:0035556]; negative regulation of neuron death [GO:1901215]; response to endoplasmic reticulum stress [GO:0034976]; response to oxidative stress [GO:0006979]; small GTPase mediated signal transduction [GO:0007264]; synaptic vesicle transport [GO:0048489]	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; neuronal cell body [GO:0043025]; synapse [GO:0045202]	ATP binding [GO:0005524]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; signal transducer activity [GO:0004871]	cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; neuronal cell body [GO:0043025]; synapse [GO:0045202]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; signal transducer activity [GO:0004871]; axon extension involved in axon guidance [GO:0048846]; cellular protein localization [GO:0034613]; intracellular signal transduction [GO:0035556]; negative regulation of neuron death [GO:1901215]; response to endoplasmic reticulum stress [GO:0034976]; response to oxidative stress [GO:0006979]; small GTPase mediated signal transduction [GO:0007264]; synaptic vesicle transport [GO:0048489]	GO:0004674; GO:0004871; GO:0005524; GO:0005525; GO:0005737; GO:0005794; GO:0006979; GO:0007264; GO:0034613; GO:0034976; GO:0035556; GO:0043025; GO:0045202; GO:0046872; GO:0048489; GO:0048846; GO:1901215
TRINITY_DN1144_c1_g1_i3	0	28	0	61	21.60061585	-7.933897218	2.170294413	-3.655677851	0.000256503	0.009531756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17354_c0_g3_i1	0	51	0	117	40.68231845	-8.84724067	1.892747121	-4.67428563	2.95e-06	0.000348344	sp	Q5KYR4	IOLA2_GEOKA	40.3	481	280	5	60	1484	5	484	1.6e-100	368.6	IOLA2_GEOKA	reviewed	Methylmalonate semialdehyde dehydrogenase [acylating] 2 (MMSA dehydrogenase 2) (MMSDH 2) (MSDH 2) (EC 1.2.1.27) (Malonate semialdehyde dehydrogenase [acetylating] 2) (MSA dehydrogenase 2) (EC 1.2.1.18)	iolA2 GK1887	Geobacillus kaustophilus (strain HTA426)	484			malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]	malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]	GO:0004491; GO:0018478
TRINITY_DN29271_c0_g1_i23	106	1	175	0	66.46784119	8.034825196	1.672646128	4.803661133	1.56e-06	0.000218667	sp	Q13127	REST_HUMAN	27	159	87	5	7109	7558	250	388	3e-07	61.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN43504_c0_g1_i19	0	0	0	350	79.48925974	-23.23881037	4.78543515	-4.856154067	1.2e-06	0.000181943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2756_c0_g1_i4	0	79	0	183	63.41849515	-9.487699027	1.767618974	-5.367502368	7.98e-08	2.45e-05	sp	Q6ICX4	PTBP3_ARATH	30.6	180	109	6	581	1114	35	200	1.2e-10	69.3	PTBP3_ARATH	reviewed	Polypyrimidine tract-binding protein homolog 3	At1g43190 F1I21.14	Arabidopsis thaliana (Mouse-ear cress)	432	mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]	mRNA binding [GO:0003729]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]	GO:0000932; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0006417; GO:0008380; GO:0043484
TRINITY_DN88_c1_g1_i29	0	28	0	49	18.8752698	-7.739066795	2.234686035	-3.463156199	0.000533878	0.015972783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN679_c6_g1_i3	0	0	0	710	161.2496412	-23.53824682	4.785085774	-4.919085662	8.69e-07	0.00014144	sp	D3YTS9	PPAT_MOUSE	26.7	378	202	13	17	1042	16	354	1.2e-19	99.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN525_c0_g2_i13	0	67	5	113	45.28844185	-5.292549728	1.395510596	-3.792554312	0.000149106	0.00640294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN336_c0_g1_i12	0	225	0	553	187.8438884	-11.0540709	1.615040676	-6.84445356	7.68e-12	1.57e-08	sp	P90519	EF1A_CRYPV	43.9	469	229	7	48	1454	1	435	4.4e-102	373.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8494_c0_g1_i43	0	36	0	116	36.30514908	-8.683279657	1.97431869	-4.398114499	1.09e-05	0.000912301	sp	F4ISQ7	TOP3B_ARATH	48.1	54	23	1	219	365	472	525	3e-05	51.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1143_c1_g1_i5	0	0	0	175	39.74462987	-8.813408462	2.872754285	-3.067929794	0.002155473	0.041767696	sp	Q3BJS3	FOXN3_XENLA	68.8	32	10	0	3	98	182	213	2.3e-06	57.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
